"ID","Holle_ID","Language_ID","Parameter_ID","Form","English","Collapsed_Holle_ID_Being_Separated","Dutch_in_Single_Holle_ID","Swadesh","Source"
2945,"866","nl","2945_866_LOUSE","luis","louse",NA,NA,TRUE,"holleli1980"
2946,"867","nl","2946_867_NA","luizen <verb>","to delouse",NA,NA,FALSE,"holleli1980"
2947,"868","nl","2947_868_LOUSE","kleerluis","louse",NA,NA,TRUE,"holleli1980"
2948,"869","nl","2948_869_NIT","neet","nit",NA,NA,FALSE,"holleli1980"
2949,"870","nl","2949_870_FLEA","vlo","flea",NA,NA,FALSE,"holleli1980"
2950,"871","nl","2950_871_SPIDER","spin","spider",NA,NA,FALSE,"holleli1980"
2951,"872","nl","2951_872_FLY (INSECT)","vlieg","fly",NA,NA,FALSE,"holleli1980"
2952,"873","nl","2952_873_FLY (INSECT)","bromvlieg","bluebottle fly",NA,NA,FALSE,"holleli1980"
2953,"874","nl","2953_874_WASP","wesp","wasp",NA,NA,FALSE,"holleli1980"
2954,"875","nl","2954_875_BEE","bij","bee",NA,NA,FALSE,"holleli1980"
2955,"876","nl","2955_876_HONEY","honing","honey",NA,NA,FALSE,"holleli1980"
2956,"877","nl","2956_877_MOSQUITO","muskiet","mosquito",NA,NA,FALSE,"holleli1980"
2957,"878","nl","2957_878_BUTTERFLY","kapel, vlinder","butterfly",NA,NA,FALSE,"holleli1980"
2958,"879","nl","2958_879_CATERPILLAR","rups","caterpillar",NA,NA,FALSE,"holleli1980"
2959,"880","nl","2959_880_FIREFLY","vuurvlieg","firefly",NA,NA,FALSE,"holleli1980"
2960,"881","nl","2960_881_GRASSHOPPER","sprinkhaan","grasshopper",NA,NA,FALSE,"holleli1980"
2961,"882","nl","2961_882_BEETLE","kever","beetle",NA,NA,FALSE,"holleli1980"
2962,"883","nl","2962_883_COCKROACH","kakkerlak","cockroach",NA,NA,FALSE,"holleli1980"
2963,"884","nl","2963_884_ANT","mier (in soorten)","ant",NA,NA,FALSE,"holleli1980"
2964,"885","nl","2964_885_TERMITE","witte mier","white ant, termite",NA,NA,FALSE,"holleli1980"
2965,"886","nl","2965_886_SNAKE","slang","snake",NA,NA,TRUE,"holleli1980"
2966,"887","nl","2966_887_PYTHON","python","python",NA,NA,FALSE,"holleli1980"
2967,"888","nl","2967_888_CENTIPEDE","duizendpoot","centipede",NA,NA,FALSE,"holleli1980"
2968,"889","nl","2968_889_LEECH","bloedzuiger","leech",NA,NA,FALSE,"holleli1980"
2969,"890","nl","2969_890_SNAIL","slak","snail, slug",NA,NA,FALSE,"holleli1980"
2970,"891","nl","2970_891_WORM","worm","worm",NA,NA,TRUE,"holleli1980"
2971,"892","nl","2971_892_SHRIMP","garnaal","shrimp",NA,NA,FALSE,"holleli1980"
2972,"893","nl","2972_893_CRAB","krab","crab",NA,NA,FALSE,"holleli1980"
2973,"894","nl","2973_894_SHELL","schelp","shell",NA,NA,FALSE,"holleli1980"
2974,"895","nl","2974_895_NA","schelpdier","crustacean",NA,NA,FALSE,"holleli1980"
2975,"896","nl","2975_896_FROG","kikvors","frog",NA,NA,FALSE,"holleli1980"
2976,"897","nl","2976_897_TOAD","pad","toad",NA,NA,FALSE,"holleli1980"
2977,"898","nl","2977_898_LIZARD","hagedis","lizard",NA,NA,FALSE,"holleli1980"
2978,"899","nl","2978_899_IGUANA","varaan, leguaan","iguana",NA,NA,FALSE,"holleli1980"
2979,"900","nl","2979_900_CROCODILE","krokodil","crocodile",NA,NA,FALSE,"holleli1980"
2980,"901","nl","2980_901_TORTOISE","landschildpad","tortoise",NA,NA,FALSE,"holleli1980"
2981,"902","nl","2981_902_TURTLE","zeeschildpad","turtle",NA,NA,FALSE,"holleli1980"
2982,"901/902","nl","2982_901/902_TORTOISE","schildpad <unsp.>","tortoise","901","landschildpad",FALSE,"holleli1980"
2983,"901/902","nl","2983_901/902_TURTLE","schildpad <unsp.>","turtle","902","zeeschildpad",FALSE,"holleli1980"
2984,"903","nl","2984_903_NA","heelal","universe",NA,NA,FALSE,"holleli1980"
2985,"904","nl","2985_904_HEAVEN","firmament","firmament",NA,NA,FALSE,"holleli1980"
2986,"905","nl","2986_905_SKY","hemel","sky",NA,NA,TRUE,"holleli1980"
2987,"906","nl","2987_906_SUN","zon","sun",NA,NA,TRUE,"holleli1980"
2988,"907","nl","2988_907_ECLIPSE","zonsverduistering","sun eclipse",NA,NA,FALSE,"holleli1980"
2989,"908","nl","2989_908_MOON","maan","moon",NA,NA,TRUE,"holleli1980"
2990,"909","nl","2990_909_MONTH","een maand","one month",NA,NA,FALSE,"holleli1980"
2991,"910","nl","2991_910_MONTH","maand (namen der maanden)","month (name of the months)",NA,NA,FALSE,"holleli1980"
2992,"911","nl","2992_911_ECLIPSE","maansverduistering","moon eclipse",NA,NA,FALSE,"holleli1980"
2993,"912","nl","2993_912_STAR","ster (als ze namen hebben, die opgeven)","star",NA,NA,TRUE,"holleli1980"
2994,"913","nl","2994_913_SUNRISE","opkomen (v.zon)","sunrise",NA,NA,FALSE,"holleli1980"
2995,"914","nl","2995_914_DUSK","opkomen (v.maan)","moonrise",NA,NA,FALSE,"holleli1980"
2996,"913/914","nl","2996_913/914_SUNRISE","opkomen <unsp.>","sunrise","913","opkomen (v.zon)",FALSE,"holleli1980"
2997,"913/914","nl","2997_913/914_DUSK","opkomen <unsp.>","moonrise","914","opkomen (v.maan)",FALSE,"holleli1980"
2998,"915","nl","2998_915_SUNSET","ondergaan (van zon)","sunset",NA,NA,FALSE,"holleli1980"
2999,"916","nl","2999_916_DAWN","ondergaan (van maan)","moonset",NA,NA,FALSE,"holleli1980"
3000,"915/916","nl","3000_915/916_SUNSET","ondergaan <unsp.>","sunset","915","ondergaan (van zon)",FALSE,"holleli1980"
3001,"915/916","nl","3001_915/916_DAWN","ondergaan <unsp.>","moonset","916","ondergaan (van maan)",FALSE,"holleli1980"
3002,"917","nl","3002_917_WORLD","aarde (aardbol)","earth (globe)",NA,NA,FALSE,"holleli1980"
3003,"918","nl","3003_918_AIR","lucht","air",NA,NA,FALSE,"holleli1980"
3004,"919","nl","3004_919_RAINING OR RAIN","regen","rain",NA,NA,TRUE,"holleli1980"
3005,"920","nl","3005_920_DEW","dauw","dew",NA,NA,FALSE,"holleli1980"
3006,"921","nl","3006_921_CLOUD","wolk","cloud",NA,NA,TRUE,"holleli1980"
3007,"922","nl","3007_922_FOG","nevel, mist","fog, mist",NA,NA,TRUE,"holleli1980"
3008,"923","nl","3008_923_RAINBOW","regenboog","rainbow",NA,NA,FALSE,"holleli1980"
3009,"924","nl","3009_924_THUNDER","donder","thunder",NA,NA,FALSE,"holleli1980"
3010,"925","nl","3010_925_NA","dondersteen","thunderstone",NA,NA,FALSE,"holleli1980"
3011,"926","nl","3011_926_LIGHTNING","bliksem","(flash of) lightning",NA,NA,FALSE,"holleli1980"
3012,"927","nl","3012_927_EARTHQUAKE","aardbeving","earthquake",NA,NA,FALSE,"holleli1980"
3013,"928","nl","3013_928_WIND","wind","wind",NA,NA,TRUE,"holleli1980"
3014,"929","nl","3014_929_STORM","storm","storm",NA,NA,FALSE,"holleli1980"
3015,"930","nl","3015_930_WATER","water","water",NA,NA,TRUE,"holleli1980"
3016,"931","nl","3016_931_SEA","zee","sea",NA,NA,TRUE,"holleli1980"
3017,"932","nl","3017_932_CEASE","eb","ebb",NA,NA,FALSE,"holleli1980"
3018,"933","nl","3018_933_LAKE","meer","lake",NA,NA,TRUE,"holleli1980"
3019,"934","nl","3019_934_HIGH TIDE","vloed","flood, tide",NA,NA,FALSE,"holleli1980"
3020,"935","nl","3020_935_WAVE","golf","wave",NA,NA,FALSE,"holleli1980"
3021,"936","nl","3021_936_SURF","branding","breakers, surf",NA,NA,FALSE,"holleli1980"
3022,"937","nl","3022_937_BAY","baai","bay",NA,NA,FALSE,"holleli1980"
3023,"938","nl","3023_938_BEACH","strand","beach",NA,NA,FALSE,"holleli1980"
3024,"939","nl","3024_939_STRAIT","straat","strait(s)",NA,NA,FALSE,"holleli1980"
3025,"940","nl","3025_940_NA","zandbank","sandbank",NA,NA,FALSE,"holleli1980"
3026,"941","nl","3026_941_REEF","koraalrif","coral reef",NA,NA,FALSE,"holleli1980"
3027,"942","nl","3027_942_LAND","land (in tegenstelling van zee)","land",NA,NA,FALSE,"holleli1980"
3028,"943","nl","3028_943_COUNTRY","land (staat)","land (state)",NA,NA,FALSE,"holleli1980"
3029,"942/943","nl","3029_942/943_LAND","land <unsp.>","land","942","land (in tegenstelling van zee)",FALSE,"holleli1980"
3030,"942/943","nl","3030_942/943_COUNTRY","land <unsp.>","land (state)","943","land (staat)",FALSE,"holleli1980"
3031,"944","nl","3031_944_ISLAND","eiland","island",NA,NA,FALSE,"holleli1980"
3032,"945","nl","3032_945_NA","landengte","isthmus",NA,NA,FALSE,"holleli1980"
3033,"946","nl","3033_946_CAPE","landtong, kaap","cape",NA,NA,FALSE,"holleli1980"
3034,"947","nl","3034_947_MOUNTAIN","berg","mountain",NA,NA,TRUE,"holleli1980"
3035,"948","nl","3035_948_HILL","heuvel","hill",NA,NA,FALSE,"holleli1980"
3036,"949","nl","3036_949_GO UP (ASCEND)","bergklimmen, stijgen","mountain-climbing, to ascend",NA,NA,FALSE,"holleli1980"
3037,"950","nl","3037_950_GO DOWN (DESCEND)","dalen","to go down, to descend",NA,NA,FALSE,"holleli1980"
3038,"951","nl","3038_951_PLAIN","vlakte","plain",NA,NA,FALSE,"holleli1980"
3039,"952","nl","3039_952_VALLEY","dal","valley",NA,NA,FALSE,"holleli1980"
3040,"953","nl","3040_953_SAVANNA","grasvlakte","grassy plain",NA,NA,FALSE,"holleli1980"
3041,"954","nl","3041_954_SWAMP","moeras","swamp",NA,NA,FALSE,"holleli1980"
3042,"955","nl","3042_955_FOREST","bos","forest, woods",NA,NA,TRUE,"holleli1980"
3043,"956","nl","3043_956_JUNGLE","oerwoud","jungle",NA,NA,FALSE,"holleli1980"
3044,"957","nl","3044_957_BUSH","kreupelbos","bush",NA,NA,FALSE,"holleli1980"
3045,"958","nl","3045_958_VOLCANO","vulkaan","volcano",NA,NA,FALSE,"holleli1980"
3046,"959","nl","3046_959_PATH OR ROAD","weg","way, road",NA,NA,TRUE,"holleli1980"
3047,"960","nl","3047_960_MUD","modder","mud",NA,NA,FALSE,"holleli1980"
3048,"961","nl","3048_961_FOOTPRINT","voetstap (spoor)","footstep (footprint)",NA,NA,FALSE,"holleli1980"
3049,"962","nl","3049_962_BORDER","grens","border, boundary",NA,NA,FALSE,"holleli1980"
3050,"963","nl","3050_963_RIVER","rivier","river",NA,NA,TRUE,"holleli1980"
3051,"964","nl","3051_964_BRIDGE","brug","bridge",NA,NA,FALSE,"holleli1980"
3052,"965","nl","3052_965_SAIL","stroomop (varen)","to go upstream",NA,NA,FALSE,"holleli1980"
3053,"966","nl","3053_966_SAIL","stroomaf (varen)","to go downstream",NA,NA,FALSE,"holleli1980"
3054,"967","nl","3054_967_SPRING (OF WATER)","bron of oorsprong rivier","spring, source",NA,NA,FALSE,"holleli1980"
3055,"968","nl","3055_968_HIGH TIDE","watervloed, overstroming","flood",NA,NA,FALSE,"holleli1980"
3056,"969","nl","3056_969_STONE","steen","stone",NA,NA,TRUE,"holleli1980"
3057,"970","nl","3057_970_EARTH (SOIL)","aarde (grond)","earth (ground)",NA,NA,TRUE,"holleli1980"
3058,"971","nl","3058_971_SAND","zand","sand",NA,NA,TRUE,"holleli1980"
3059,"972","nl","3059_972_GRAVEL","kiezel, grint","gravel",NA,NA,FALSE,"holleli1980"
3060,"973","nl","3060_973_IRON","ijzer","iron",NA,NA,FALSE,"holleli1980"
3061,"974","nl","3061_974_COPPER","koper","copper",NA,NA,FALSE,"holleli1980"
3062,"975","nl","3062_975_BRONZE","brons","bronze",NA,NA,FALSE,"holleli1980"
3063,"976","nl","3063_976_SILVER","zilver","silver",NA,NA,FALSE,"holleli1980"
3064,"977","nl","3064_977_GOLD","goud","gold",NA,NA,FALSE,"holleli1980"
3065,"978","nl","3065_978_TIN (METAL)","tin","tin",NA,NA,FALSE,"holleli1980"
3066,"979","nl","3066_979_LEAD (CHEMICAL ELEMENT)","lood","lead",NA,NA,FALSE,"holleli1980"
3067,"980","nl","3067_980_SULPHUR","zwavel","sulphur",NA,NA,FALSE,"holleli1980"
3068,"981","nl","3068_981_BLACKSMITH","smid","smith",NA,NA,FALSE,"holleli1980"
3069,"982","nl","3069_982_NA","smidse","smithy",NA,NA,FALSE,"holleli1980"
3070,"983","nl","3070_983_FORGE","smeden","to forge, weld",NA,NA,FALSE,"holleli1980"
3071,"984","nl","3071_984_CHARCOAL","houtskool","charcoal",NA,NA,FALSE,"holleli1980"
3072,"985","nl","3072_985_HAMMER","hamer","hammer",NA,NA,FALSE,"holleli1980"
3073,"986","nl","3073_986_ANVIL","aambeeld","anvil",NA,NA,FALSE,"holleli1980"
3074,"987","nl","3074_987_TONGS","tang","tongs",NA,NA,FALSE,"holleli1980"
3075,"988","nl","3075_988_CHARCOAL","gloeiende kool","cinders, glowing coals",NA,NA,FALSE,"holleli1980"
3076,"989","nl","3076_989_SHARPEN (SOMETHING)","slijpen","to sharpen, to grind",NA,NA,FALSE,"holleli1980"
3077,"990","nl","3077_990_GRINDSTONE","slijpsteen","grindstone",NA,NA,FALSE,"holleli1980"
3078,"991","nl","3078_991_GIFT","geschenk","gift, present",NA,NA,FALSE,"holleli1980"
3079,"992","nl","3079_992_NA","onderhandelen","to negotiate",NA,NA,FALSE,"holleli1980"
3080,"993","nl","3080_993_PEACE","vrede sluiten","to make peace",NA,NA,FALSE,"holleli1980"
3081,"994","nl","3081_994_AGREEMENT","verbond sluiten","to sign a treaty",NA,NA,FALSE,"holleli1980"
3082,"995","nl","3082_995_MERCHANT","handelaar (grote, kleine)","merchant",NA,NA,FALSE,"holleli1980"
3083,"996","nl","3083_996_FARMER","landbouwer","farmer",NA,NA,FALSE,"holleli1980"
3084,"997","nl","3084_997_NA","handwerksman","craftsmen",NA,NA,FALSE,"holleli1980"
3085,"998","nl","3085_998_SERVANT","bediende","servant",NA,NA,FALSE,"holleli1980"
3086,"999","nl","3086_999_NA","volgeling","follower",NA,NA,FALSE,"holleli1980"
3087,"1000","nl","3087_1000_COMPANION","bondgenoot","ally",NA,NA,FALSE,"holleli1980"
3088,"1001","nl","3088_1001_SHOP","winkel (grote, kleine, warong)","shop",NA,NA,FALSE,"holleli1980"
3089,"1002","nl","3089_1002_MARKET","markt","market",NA,NA,FALSE,"holleli1980"
3090,"1003","nl","3090_1003_TRADE","handeldrijven, handelen","to trade",NA,NA,FALSE,"holleli1980"
3091,"1004","nl","3091_1004_MERCHANDISE","koopwaren","merchandise",NA,NA,FALSE,"holleli1980"
3092,"1005","nl","3092_1005_NEEDLE (FOR SEWING)","naald","needle",NA,NA,FALSE,"holleli1980"
3093,"1006","nl","3093_1006_SEW","naaien","to sew",NA,NA,TRUE,"holleli1980"
3094,"1007","nl","3094_1007_PRICE","prijs","price",NA,NA,FALSE,"holleli1980"
3095,"1008","nl","3095_1008_BENEFIT","winst","profit",NA,NA,FALSE,"holleli1980"
3096,"1009","nl","3096_1009_NA","verlies, schade","loss",NA,NA,FALSE,"holleli1980"
3097,"1010","nl","3097_1010_BUY","kopen","to buy",NA,NA,FALSE,"holleli1980"
3098,"1011","nl","3098_1011_EXPENSIVE","duur","expensive",NA,NA,FALSE,"holleli1980"
3099,"1012","nl","3099_1012_CHEAP","goedkoop","cheap",NA,NA,FALSE,"holleli1980"
3100,"1013","nl","3100_1013_DEBT","schuld","debt",NA,NA,FALSE,"holleli1980"
3101,"1014","nl","3101_1014_GATHER","manen","to dun",NA,NA,FALSE,"holleli1980"
3102,"1015","nl","3102_1015_PAY","betalen","to pay",NA,NA,FALSE,"holleli1980"
3103,"1016","nl","3103_1016_SELL","verkopen","to sell",NA,NA,FALSE,"holleli1980"
3104,"1017","nl","3104_1017_BORROW","lenen (van de schuldenaar)","to borrow",NA,NA,FALSE,"holleli1980"
3105,"1018","nl","3105_1018_LEND","lenen (van de schuldeiser)","to lend to",NA,NA,FALSE,"holleli1980"
3106,"1017/1018","nl","3106_1017/1018_BORROW","lenen <unsp.>","to borrow","1017","lenen (van de schuldenaar)",FALSE,"holleli1980"
3107,"1017/1018","nl","3107_1017/1018_LEND","lenen <unsp.>","to lend to","1018","lenen (van de schuldeiser)",FALSE,"holleli1980"
3108,"1019","nl","3108_1019_EXCHANGE","ruilen","to exchange",NA,NA,FALSE,"holleli1980"
3109,"1020","nl","3109_1020_DONATE","bieden","to offer",NA,NA,FALSE,"holleli1980"
3110,"1021","nl","3110_1021_NA","verpanden","to pawn",NA,NA,FALSE,"holleli1980"
3111,"1022","nl","3111_1022_NA","afdingen","to bargain",NA,NA,FALSE,"holleli1980"
3112,"1023","nl","3112_1023_FILL","doen in","to fill",NA,NA,FALSE,"holleli1980"
3113,"1024","nl","3113_1024_STEELYARD (BALANCE)","unster","steelyard, weigh-beam",NA,NA,FALSE,"holleli1980"
3114,"1025","nl","3114_1025_SCALES (MEASURE INSTRUMENT)","schaal","a pair of scales",NA,NA,FALSE,"holleli1980"
3115,"1026","nl","3115_1026_LENGTH","maten en gewichten (lengte)","measures and weights (length)",NA,NA,FALSE,"holleli1980"
3116,"1027","nl","3116_1027_WEIGHT","maten en gewichten (zwaarte)","measures and weights (mass)",NA,NA,FALSE,"holleli1980"
3117,"1028","nl","3117_1028_CONTENT","maten en gewichten (inhouds)","measures and weights (volume and capacity)",NA,NA,FALSE,"holleli1980"
3118,"1026-1028","nl","3118_1026-1028_LENGTH","maten en gewichten <unsp.>","measures and weights (length)","1026","maten en gewichten (lengte)",FALSE,"holleli1980"
3119,"1026-1028","nl","3119_1026-1028_WEIGHT","maten en gewichten <unsp.>","measures and weights (mass)","1027","maten en gewichten (zwaarte)",FALSE,"holleli1980"
3120,"1026-1028","nl","3120_1026-1028_CONTENT","maten en gewichten <unsp.>","measures and weights (volume and capacity)","1028","maten en gewichten (inhouds)",FALSE,"holleli1980"
3121,"1029","nl","3121_1029_SHIP","schip (koopvaardij)","ship (trading vessel)",NA,NA,FALSE,"holleli1980"
3122,"1030","nl","3122_1030_SHIP","schip (oorlog)","ship (warship)",NA,NA,FALSE,"holleli1980"
3123,"1029/1030","nl","3123_1029/1030_SHIP","schip <unsp.>","ship (trading vessel)","1029","schip (koopvaardij)",FALSE,"holleli1980"
3124,"1029/1030","nl","3124_1029/1030_SHIP","schip <unsp.>","ship (warship)","1030","schip (oorlog)",FALSE,"holleli1980"
3125,"1031","nl","3125_1031_BOAT","stoomboot","steamboat",NA,NA,FALSE,"holleli1980"
3126,"1032","nl","3126_1032_BOAT","sloep","rowboat",NA,NA,FALSE,"holleli1980"
3127,"1033","nl","3127_1033_CANOE","prauw","proa, canoe",NA,NA,FALSE,"holleli1980"
3128,"1034","nl","3128_1034_SHIP","soorten van vaartuigen","all sorts of vessels",NA,NA,FALSE,"holleli1980"
3129,"1035","nl","3129_1035_MAST","mast","mast",NA,NA,FALSE,"holleli1980"
3130,"1036","nl","3130_1036_SAILCLOTH","zeil","sail",NA,NA,FALSE,"holleli1980"
3131,"1037","nl","3131_1037_SAIL","zeilen","to sail",NA,NA,FALSE,"holleli1980"
3132,"1038","nl","3132_1038_RUDDER","roer","rudder, helm",NA,NA,FALSE,"holleli1980"
3133,"1039","nl","3133_1039_SAIL","sturen","to sail",NA,NA,FALSE,"holleli1980"
3134,"1040","nl","3134_1040_OAR OR PADDLE","(roei) riem, pagaai","oar, paddle",NA,NA,FALSE,"holleli1980"
3135,"1041","nl","3135_1041_PADDLE","schepper","paddle",NA,NA,FALSE,"holleli1980"
3136,"1042","nl","3136_1042_PADDLE (MOVEMENT)","scheppen","to paddle",NA,NA,FALSE,"holleli1980"
3137,"1041/1042","nl","3137_1041/1042_PADDLE","schepper, scheppen <unsp.>","paddle","1041","schepper",FALSE,"holleli1980"
3138,"1041/1042","nl","3138_1041/1042_PADDLE (MOVEMENT)","schepper, scheppen <unsp.>","to paddle","1042","scheppen",FALSE,"holleli1980"
3139,"1043","nl","3139_1043_ROW","roeien","to row, to pull",NA,NA,TRUE,"holleli1980"
3140,"1044","nl","3140_1044_OUTRIGGER","uitlegger (met onderdelen)","outrigger",NA,NA,FALSE,"holleli1980"
3141,"1045","nl","3141_1045_NA","bankje in een prauw","thwarts",NA,NA,FALSE,"holleli1980"
3142,"1046","nl","3142_1046_NA","voorsteven","stem, bows",NA,NA,FALSE,"holleli1980"
3143,"1047","nl","3143_1047_NA","achtersteven","stern",NA,NA,FALSE,"holleli1980"
3144,"1048","nl","3144_1048_LOAD (SOMETHING)","inladen","to take on cargo",NA,NA,FALSE,"holleli1980"
3145,"1049","nl","3145_1049_ANCHOR","anker","anchor",NA,NA,FALSE,"holleli1980"
3146,"1050","nl","3146_1050_RAFT","vlot","raft",NA,NA,FALSE,"holleli1980"
3147,"1051","nl","3147_1051_PORT","haven","harbour",NA,NA,FALSE,"holleli1980"
3148,"1052","nl","3148_1052_NA","stranden, schipbreuklijden","to be wrecked",NA,NA,FALSE,"holleli1980"
3149,"1053","nl","3149_1053_NA","zeerover","pirate",NA,NA,FALSE,"holleli1980"
3150,"1054","nl","3150_1054_NA","aanlegplaats","landing-stage",NA,NA,FALSE,"holleli1980"
3151,"1055","nl","3151_1055_LAND (DESCEND)","aan land komen","to disembark",NA,NA,FALSE,"holleli1980"
3152,"1056","nl","3152_1056_SAIL","wegvaren","to sail away",NA,NA,FALSE,"holleli1980"
3153,"1057","nl","3153_1057_TURN AROUND","omslaan","to capsize",NA,NA,FALSE,"holleli1980"
3154,"1058","nl","3154_1058_NA","mensenrover","kidnapper",NA,NA,FALSE,"holleli1980"
3155,"1059","nl","3155_1059_TORTURE","mishandelen","to ill-treat, to mishandle",NA,NA,FALSE,"holleli1980"
3156,"1060","nl","3156_1060_NA","loskopen","to ransom",NA,NA,FALSE,"holleli1980"
3157,"1061","nl","3157_1061_BIG","groot","great, big",NA,NA,TRUE,"holleli1980"
3158,"1062","nl","3158_1062_SMALL","klein","small",NA,NA,TRUE,"holleli1980"
3159,"1063","nl","3159_1063_LONG","lang (van een voorwerp)","long (things)",NA,NA,TRUE,"holleli1980"
3160,"1064","nl","3160_1064_FOR A LONG TIME","lang (van tijd)","long (time)",NA,NA,FALSE,"holleli1980"
3161,"1063/1064","nl","3161_1063/1064_LONG","lang <unsp.>","long (things)","1063","lang (van een voorwerp)",FALSE,"holleli1980"
3162,"1063/1064","nl","3162_1063/1064_FOR A LONG TIME","lang <unsp.>","long (time)","1064","lang (van tijd)",FALSE,"holleli1980"
3163,"1065","nl","3163_1065_SHORT","kort (van een voorwerp)","short (things)",NA,NA,TRUE,"holleli1980"
3164,"1066","nl","3164_1066_SHORT (TIME)","kort (van tijd)","short (time)",NA,NA,TRUE,"holleli1980"
3165,"1065/1066","nl","3165_1065/1066_SHORT","kort <unsp.>","short (things)","1065","kort (van een voorwerp)",FALSE,"holleli1980"
3166,"1065/1066","nl","3166_1065/1066_SHORT (TIME)","kort <unsp.>","short (time)","1066","kort (van tijd)",FALSE,"holleli1980"
3167,"1067","nl","3167_1067_FAT (OBESE)","dik (van mens of dier)","big, fat",NA,NA,TRUE,"holleli1980"
3168,"1068","nl","3168_1068_THICK","dik (van een levenloos voorwerp)","thick",NA,NA,TRUE,"holleli1980"
3169,"1069","nl","3169_1069_THICK","dik (van stoffen)","thick",NA,NA,TRUE,"holleli1980"
3170,"1067/1068","nl","3170_1067/1068_FAT (OBESE)","dik <unsp.>","big, fat","1067","dik (van mens of dier)",FALSE,"holleli1980"
3171,"1067/1068","nl","3171_1067/1068_THICK","dik <unsp.>","thick","1068","dik (van een levenloos voorwerp)",FALSE,"holleli1980"
3172,"1067-1069","nl","3172_1067-1069_FAT (OBESE)","dik <unsp.>","big, fat","1067","dik (van mens of dier)",FALSE,"holleli1980"
3173,"1067-1069","nl","3173_1067-1069_THICK","dik <unsp.>","thick","1068","dik (van een levenloos voorwerp)",FALSE,"holleli1980"
3174,"1067-1069","nl","3174_1067-1069_THICK","dik <unsp.>","thick","1069","dik (van stoffen)",FALSE,"holleli1980"
3175,"1070","nl","3175_1070_FINE OR THIN","dun","thin",NA,NA,TRUE,"holleli1980"
3176,"1071","nl","3176_1071_THIN (SLIM)","mager","thin, meagre, skinny",NA,NA,TRUE,"holleli1980"
3177,"1072","nl","3177_1072_FAT (OBESE)","vet (bijvnw)","fat (adj.)",NA,NA,TRUE,"holleli1980"
3178,"1073","nl","3178_1073_FAT (ORGANIC SUBSTANCE)","vet (zelfstnw.)","fat, grease (noun)",NA,NA,TRUE,"holleli1980"
3179,"1074","nl","3179_1074_GREASY","vet, vettig","greasy",NA,NA,FALSE,"holleli1980"
3180,"1072-1074","nl","3180_1072-1074_FAT (OBESE)","ver <unsp.>","fat (adj.)","1072","vet (bijvnw)",FALSE,"holleli1980"
3181,"1072-1074","nl","3181_1072-1074_FAT (ORGANIC SUBSTANCE)","ver <unsp.>","fat, grease (noun)","1073","vet (zelfstnw.)",FALSE,"holleli1980"
3182,"1072-1074","nl","3182_1072-1074_GREASY","ver <unsp.>","greasy","1074","vet, vettig",FALSE,"holleli1980"
3183,"1075","nl","3183_1075_THIN (SLIM)","slank van middel","slim",NA,NA,FALSE,"holleli1980"
3184,"1076","nl","3184_1076_NA","dwerg, dwergachtig","dwarf",NA,NA,FALSE,"holleli1980"
3185,"1077","nl","3185_1077_SHRINK","geslonken","diminished in size, boiled down, shrunken",NA,NA,FALSE,"holleli1980"
3186,"1078","nl","3186_1078_GROW","groeien","to grow",NA,NA,FALSE,"holleli1980"
3187,"1079","nl","3187_1079_TAME","tam, mak","tame",NA,NA,FALSE,"holleli1980"
3188,"1080","nl","3188_1080_UNTAMED OR WILD","wild","wild",NA,NA,FALSE,"holleli1980"
3189,"1081","nl","3189_1081_SHY","schuw","wary, shy, timid",NA,NA,FALSE,"holleli1980"
3190,"1080-1081","nl","3190_1080-1081_UNTAMED OR WILD","wild, schuw <unsp.>","wild","1080","wild",FALSE,"holleli1980"
3191,"1080-1081","nl","3191_1080-1081_SHY","wild, schuw <unsp.>","wary, shy, timid","1081","schuw",FALSE,"holleli1980"
3192,"1082","nl","3192_1082_SHY OR ASHAMED","verlegen, beschaamd","shy, ashamed",NA,NA,FALSE,"holleli1980"
3193,"1083","nl","3193_1083_DEEP","diep (van een rivier)","deep (river)",NA,NA,FALSE,"holleli1980"
3194,"1084","nl","3194_1084_DEEP","diep (van een bord, schotel)","deep (dish)",NA,NA,FALSE,"holleli1980"
3195,"1083/1084","nl","3195_1083/1084_DEEP","diep <unsp.>","deep (river)","1083","diep (van een rivier)",FALSE,"holleli1980"
3196,"1083/1084","nl","3196_1083/1084_DEEP","diep <unsp.>","deep (dish)","1084","diep (van een bord, schotel)",FALSE,"holleli1980"
3197,"1085","nl","3197_1085_SHALLOW","ondiep (van een rivier)","shallow (river)",NA,NA,FALSE,"holleli1980"
3198,"1086","nl","3198_1086_SHALLOW","ondiep (van een bord, schotel)","shallow (dish)",NA,NA,FALSE,"holleli1980"
3199,"1085/1086","nl","3199_1085/1086_SHALLOW","ondiep <unspec.>","shallow (river)","1085","ondiep (van een rivier)",FALSE,"holleli1980"
3200,"1085/1086","nl","3200_1085/1086_SHALLOW","ondiep <unspec.>","shallow (dish)","1086","ondiep (van een bord, schotel)",FALSE,"holleli1980"
3201,"1087","nl","3201_1087_HIGH OR TALL","hoog","high",NA,NA,FALSE,"holleli1980"
3202,"1088","nl","3202_1088_LOW","laag","low",NA,NA,FALSE,"holleli1980"
3203,"1089","nl","3203_1089_STRAIGHT","recht","straight",NA,NA,TRUE,"holleli1980"
